ensembl_gene_id,total_exon_length
ENSG00000146426,11489
ENSG00000218757,546
ENSG00000264814,76
ENSG00000223286,88
ENSG00000238963,76
ENSG00000235381,3086
ENSG00000029639,2725
ENSG00000171217,1207
ENSG00000232529,552
ENSG00000074771,2028
ENSG00000238789,63
ENSG00000221456,82
ENSG00000212295,74
ENSG00000227360,807
ENSG00000220347,387
ENSG00000271265,445
ENSG00000271551,717
ENSG00000049618,16312
ENSG00000271899,53
ENSG00000270487,128
ENSG00000218596,376
ENSG00000233044,421
ENSG00000215712,4640
ENSG00000252609,88
ENSG00000217783,1081
ENSG00000271040,513
ENSG00000213078,933
ENSG00000218631,615
ENSG00000175048,11110
ENSG00000266617,68
ENSG00000219448,5190
ENSG00000130340,4180
ENSG00000234361,679
ENSG00000229502,1015
ENSG00000236324,370
ENSG00000220867,274
ENSG00000252658,89
ENSG00000078269,9955
ENSG00000233496,596
ENSG00000122335,8875
ENSG00000272047,7478
ENSG00000265803,86
ENSG00000188451,1977
ENSG00000236537,422
ENSG00000130338,11109
ENSG00000238019,141
ENSG00000243373,289
ENSG00000219188,624
ENSG00000146433,5373
ENSG00000218226,2224
ENSG00000214239,63
ENSG00000146425,2946
ENSG00000164674,2771
ENSG00000219249,1056
ENSG00000265558,92
ENSG00000092820,3321
ENSG00000233893,215
ENSG00000243775,1223
ENSG00000203711,851
ENSG00000213076,578
ENSG00000223191,105
ENSG00000130363,6553
ENSG00000271913,1942
ENSG00000164691,4079
ENSG00000226032,329
ENSG00000224478,841
ENSG00000233682,808
ENSG00000164694,6830
ENSG00000235086,514
ENSG00000231178,418
ENSG00000234777,769
ENSG00000216480,465
ENSG00000237927,2000
ENSG00000112096,18974
ENSG00000220305,1184
ENSG00000251988,125
ENSG00000146457,5785
ENSG00000120437,4365
ENSG00000120438,4918
ENSG00000207392,131
ENSG00000206910,139
ENSG00000112110,1370
ENSG00000146453,2169
ENSG00000236823,593
ENSG00000130368,1134
ENSG00000197081,9908
ENSG00000268257,4373
ENSG00000213073,3130
ENSG00000270949,3130
ENSG00000175003,2301
ENSG00000216516,216
ENSG00000112499,6154
ENSG00000230234,465
ENSG00000146477,5741
ENSG00000256731,1230
ENSG00000213071,3269
ENSG00000198670,6450
ENSG00000243831,258
ENSG00000224477,325
ENSG00000122194,6361
ENSG00000224371,808
ENSG00000220913,486
ENSG00000233342,377
ENSG00000231863,569
ENSG00000272841,2024
ENSG00000085511,7492
ENSG00000026652,9409
ENSG00000185345,4493
ENSG00000221021,93
ENSG00000227913,1349
ENSG00000112530,2560
ENSG00000217557,290
ENSG00000225437,1536
ENSG00000225683,1128
ENSG00000239136,95
ENSG00000217514,253
ENSG00000270419,895
ENSG00000112531,17357
ENSG00000228692,600
ENSG00000235538,717
ENSG00000266128,289
ENSG00000260422,1638
ENSG00000230627,446
ENSG00000226739,464
ENSG00000227455,3880
ENSG00000217878,329
ENSG00000112539,2714
ENSG00000112541,10359
ENSG00000199523,114
ENSG00000206681,103
ENSG00000236627,1120
ENSG00000223942,357
ENSG00000256391,2395
ENSG00000223414,4370
ENSG00000252196,70
ENSG00000216624,1009
ENSG00000231297,1032
ENSG00000164458,2620
ENSG00000201292,103
ENSG00000233365,978
ENSG00000213536,203
ENSG00000176381,2768
ENSG00000198818,3096
ENSG00000233231,903
ENSG00000060762,1517
ENSG00000261420,1635
ENSG00000071242,8209
ENSG00000232082,575
ENSG00000222958,79
ENSG00000269048,2340
ENSG00000235272,353
ENSG00000235008,1745
ENSG00000249141,592
ENSG00000231654,625
ENSG00000026297,7466
ENSG00000197146,2296
ENSG00000227598,382
ENSG00000265828,105
ENSG00000213066,15144
ENSG00000272980,5297
ENSG00000112486,4222
ENSG00000166984,4316
ENSG00000120436,2058
ENSG00000216966,266
ENSG00000231720,577
ENSG00000228648,203
ENSG00000112494,2690
ENSG00000120440,3066
ENSG00000217447,581
ENSG00000203690,7688
ENSG00000272549,4566
ENSG00000203688,2553
ENSG00000213065,1485
ENSG00000146521,2142
ENSG00000269155,2717
ENSG00000198221,2358
ENSG00000130396,13387
ENSG00000235994,1536
ENSG00000229921,3084
ENSG00000125337,2782
ENSG00000153303,5774
ENSG00000234768,447
ENSG00000237987,453
ENSG00000228361,467
ENSG00000234647,2241
ENSG00000230711,2445
ENSG00000164488,4216
ENSG00000224417,2557
ENSG00000260771,658
ENSG00000112562,4015
ENSG00000255905,504
ENSG00000235815,554
ENSG00000225879,912
ENSG00000229720,932
ENSG00000234519,399
ENSG00000223485,1049
ENSG00000261039,539
ENSG00000226445,977
ENSG00000186340,6373
ENSG00000233085,743
ENSG00000224999,864
ENSG00000226194,2682
ENSG00000272848,649
ENSG00000184465,10229
ENSG00000265654,85
ENSG00000185127,4168
ENSG00000130024,5376
ENSG00000232640,400
ENSG00000227704,333
ENSG00000184786,765
ENSG00000130023,4229
ENSG00000266896,1629
ENSG00000229214,2416
ENSG00000231690,2315
ENSG00000236173,692
ENSG00000232197,427
ENSG00000273100,979
ENSG00000218716,489
ENSG00000230960,1327
ENSG00000271820,1950
ENSG00000227508,3607
ENSG00000198719,3163
ENSG00000112584,6016
ENSG00000271234,499
ENSG00000266245,83
ENSG00000261003,5186
ENSG00000008018,2250
ENSG00000112592,2029
ENSG00000071994,6468
ENSG00000217874,930
ENSG00000234986,803
ENSG00000213863,756
ENSG00000230423,331
ENSG00000225532,436
ENSG00000219814,459
ENSG00000232325,757
ENSG00000242611,603
ENSG00000242474,1444
ENSG00000240859,5146
ENSG00000261795,3207
ENSG00000239715,565
ENSG00000240093,571
ENSG00000177706,4617
ENSG00000249852,2003
ENSG00000269396,494
ENSG00000248999,170
ENSG00000248767,528
ENSG00000249574,2143
ENSG00000234471,417
ENSG00000197461,4142
ENSG00000223855,3503
ENSG00000188191,4472
ENSG00000252986,80
ENSG00000229380,570
ENSG00000237181,729
ENSG00000164818,7221
ENSG00000164828,11872
ENSG00000239857,5382
ENSG00000273151,6757
ENSG00000105963,5043
ENSG00000240230,5528
ENSG00000073067,2765
ENSG00000146540,4952
ENSG00000199023,93
ENSG00000225146,533
ENSG00000164849,3154
ENSG00000257607,1560
ENSG00000224079,866
ENSG00000226291,300
ENSG00000164850,3145
ENSG00000178381,2274
ENSG00000229043,1996
ENSG00000164853,2045
ENSG00000233082,431
ENSG00000164877,8832
ENSG00000225981,496
ENSG00000273230,3025
ENSG00000164880,9538
ENSG00000231927,240
ENSG00000198517,4453
ENSG00000256005,1557
ENSG00000164855,7796
ENSG00000157778,1956
ENSG00000230487,6258
ENSG00000230444,735
ENSG00000231476,435
ENSG00000225968,3842
ENSG00000234977,452
ENSG00000205971,1421
ENSG00000236081,987
ENSG00000266391,97
ENSG00000002822,6918
ENSG00000176349,4761
ENSG00000265089,73
ENSG00000122687,2837
ENSG00000106268,1999
ENSG00000106266,5757
ENSG00000271098,222
ENSG00000106263,8982
ENSG00000230914,606
ENSG00000271163,284
ENSG00000136213,2208
ENSG00000175873,2065
ENSG00000236734,982
ENSG00000106003,3359
ENSG00000264357,71
ENSG00000106009,6632
ENSG00000238857,95
ENSG00000106012,9178
ENSG00000136295,6113
ENSG00000174945,7000
ENSG00000146535,6111
ENSG00000231357,401
ENSG00000198286,4681
ENSG00000237286,967
ENSG00000201794,300
ENSG00000228334,435
ENSG00000217455,1718
ENSG00000231892,415
ENSG00000236708,980
ENSG00000146555,11997
ENSG00000224593,712
ENSG00000211544,82
ENSG00000236510,854
ENSG00000261809,74
ENSG00000164916,13394
ENSG00000238781,103
ENSG00000242802,6859
ENSG00000264474,74
ENSG00000157927,6728
ENSG00000206895,101
ENSG00000218823,4261
ENSG00000213935,372
ENSG00000136297,2458
ENSG00000196204,5500
ENSG00000272968,1040
ENSG00000270822,164
ENSG00000146587,6955
ENSG00000273313,511
ENSG00000272595,918
ENSG00000159904,1731
ENSG00000202039,101
ENSG00000157954,8962
ENSG00000164638,5799
ENSG00000263808,79
ENSG00000182095,12539
ENSG00000241269,581
ENSG00000188365,751
ENSG00000272953,631
ENSG00000234432,2650
ENSG00000273084,941
ENSG00000155034,4972
ENSG00000230733,3249
ENSG00000238394,106
ENSG00000207973,98
ENSG00000075624,3249
ENSG00000263900,83
ENSG00000272719,514
ENSG00000228974,312
ENSG00000075618,3700
ENSG00000011275,7594
ENSG00000237738,334
ENSG00000235944,3316
ENSG00000265040,295
ENSG00000122543,827
ENSG00000122674,5843
ENSG00000155026,4973
ENSG00000122512,3922
ENSG00000201990,102
ENSG00000106305,1832
ENSG00000207217,134
ENSG00000086232,5526
ENSG00000157999,1254
ENSG00000240718,297
ENSG00000252929,104
ENSG00000231704,814
ENSG00000264605,69
ENSG00000106346,7052
ENSG00000008256,5789
ENSG00000238534,93
ENSG00000202273,102
ENSG00000178397,2391
ENSG00000136238,3105
ENSG00000164535,5738
ENSG00000136240,3983
ENSG00000269781,1951
ENSG00000231359,305
ENSG00000215045,4110
ENSG00000136247,3549
ENSG00000232581,355
ENSG00000146576,2720
ENSG00000236609,3854
ENSG00000205903,3562
ENSG00000260054,1568
ENSG00000228010,1369
ENSG00000198580,1442
ENSG00000164631,5290
ENSG00000265245,82
ENSG00000187953,3864
ENSG00000169402,4972
ENSG00000146574,7301
ENSG00000273252,374
ENSG00000155070,727
ENSG00000205897,1014
ENSG00000263457,87
ENSG00000250561,999
ENSG00000243531,199
ENSG00000226943,763
ENSG00000241539,435
ENSG00000242731,905
ENSG00000221011,103
ENSG00000264679,81
ENSG00000266287,81
ENSG00000263504,82
ENSG00000265155,82
ENSG00000266409,82
ENSG00000266121,81
ENSG00000239696,1447
ENSG00000201218,108
ENSG00000106392,7797
ENSG00000244167,372
ENSG00000230825,1232
ENSG00000236712,372
ENSG00000215018,6581
ENSG00000272732,1653
ENSG00000272894,1725
ENSG00000164654,6700
ENSG00000272745,671
ENSG00000106399,3223
ENSG00000219545,3537
ENSG00000270314,1108
ENSG00000234718,1482
ENSG00000269721,444
ENSG00000201747,105
ENSG00000214998,1149
ENSG00000234141,690
ENSG00000233108,566
ENSG00000106415,6871
ENSG00000233264,1466
ENSG00000003147,4870
ENSG00000227719,521
ENSG00000265212,86
ENSG00000244239,427
ENSG00000229970,1846
ENSG00000272328,913
ENSG00000122584,3521
ENSG00000236748,582
ENSG00000271526,153
ENSG00000264766,106
ENSG00000233876,1007
ENSG00000271077,827
ENSG00000197320,2045
ENSG00000234710,613
ENSG00000270611,462
ENSG00000235431,358
ENSG00000212422,213
ENSG00000229091,1215
ENSG00000234356,297
ENSG00000236414,447
ENSG00000201774,96
ENSG00000189043,3551
ENSG00000271185,312
ENSG00000106443,8705
ENSG00000230370,477
ENSG00000230333,4604
ENSG00000226827,854
ENSG00000005108,10894
ENSG00000230435,560
ENSG00000235920,977
ENSG00000106460,13857
ENSG00000146530,6458
ENSG00000236048,1193
ENSG00000203523,909
ENSG00000226690,1234
ENSG00000224667,459
ENSG00000225606,909
ENSG00000006747,5025
ENSG00000229233,430
ENSG00000271253,396
ENSG00000122644,3558
ENSG00000199470,131
ENSG00000222974,262
ENSG00000230879,375
ENSG00000229618,983
ENSG00000237713,837
ENSG00000224330,357
ENSG00000213875,429
ENSG00000006468,9662
ENSG00000252374,94
ENSG00000223445,845
ENSG00000136267,9481
ENSG00000233167,1362
ENSG00000221428,117
ENSG00000226323,260
ENSG00000225816,696
ENSG00000227489,651
ENSG00000187546,3571
ENSG00000106511,2497
ENSG00000237070,3739
ENSG00000229108,695
ENSG00000225974,310
ENSG00000235828,320
ENSG00000229379,326
ENSG00000273477,2123
ENSG00000230981,559
ENSG00000214960,2633
ENSG00000224683,320
ENSG00000229688,2764
ENSG00000171243,2468
ENSG00000272537,189
ENSG00000205858,1375
ENSG00000224280,2975
ENSG00000272361,596
ENSG00000106524,2842
ENSG00000136261,3646
ENSG00000235837,644
ENSG00000106537,2217
ENSG00000267906,380
ENSG00000106541,2835
ENSG00000270593,768
ENSG00000173467,1152
ENSG00000232400,2041
ENSG00000227965,264
ENSG00000223867,332
ENSG00000232841,389
ENSG00000237773,1598
ENSG00000106546,6650
ENSG00000199473,125
ENSG00000236318,833
ENSG00000236039,889
ENSG00000226598,438
ENSG00000228675,271
ENSG00000071189,16386
ENSG00000236195,950
ENSG00000265876,65
ENSG00000229937,1081
ENSG00000048052,16784
ENSG00000221393,89
ENSG00000223030,97
ENSG00000225000,544
ENSG00000222164,286
ENSG00000226522,310
ENSG00000232492,864
ENSG00000122691,2027
ENSG00000232821,1709
ENSG00000236536,690
ENSG00000229533,1524
ENSG00000146618,639
ENSG00000223838,560
ENSG00000105849,3993
ENSG00000265932,78
ENSG00000173452,4081
ENSG00000221576,63
ENSG00000237921,365
ENSG00000243004,2548
ENSG00000213860,563
ENSG00000267055,665
ENSG00000183742,9889
ENSG00000228598,635
ENSG00000233834,896
ENSG00000226097,1470
ENSG00000271133,892
ENSG00000105855,15142
ENSG00000200753,70
ENSG00000179460,1134
ENSG00000231525,588
ENSG00000004846,9225
ENSG00000223866,390
ENSG00000164651,1711
ENSG00000219451,427
ENSG00000232790,441
ENSG00000234839,334
ENSG00000243633,290
ENSG00000225308,1215
ENSG00000195024,143
ENSG00000229949,366
ENSG00000266862,99
ENSG00000105866,6228
ENSG00000221783,88
ENSG00000105877,15906
ENSG00000164649,4062
ENSG00000136237,10214
ENSG00000251993,112
ENSG00000263927,97
ENSG00000105889,2308
ENSG00000233476,1387
ENSG00000232759,2428
ENSG00000225541,1280
ENSG00000232949,555
ENSG00000238033,2587
ENSG00000179428,1362
ENSG00000136244,2706
ENSG00000228803,1129
ENSG00000234513,347
ENSG00000196683,1725
ENSG00000228649,2445
ENSG00000221740,73
ENSG00000226329,1457
ENSG00000226279,497
ENSG00000235664,671
ENSG00000122591,6900
ENSG00000230658,2561
ENSG00000122550,7509
ENSG00000230042,663
ENSG00000214871,255
ENSG00000136243,4149
ENSG00000226816,2032
ENSG00000136235,5939
ENSG00000156928,3846
ENSG00000136231,8487
ENSG00000232627,358
ENSG00000212264,70
ENSG00000252590,64
ENSG00000236654,206
ENSG00000232818,891
ENSG00000200847,101
ENSG00000164548,3507
ENSG00000224785,1802
ENSG00000232553,1293
ENSG00000169193,3542
ENSG00000227436,569
ENSG00000228953,179
ENSG00000223275,77
ENSG00000188732,7448
ENSG00000234286,141
ENSG00000196335,6155
ENSG00000234800,471
ENSG00000231328,516
ENSG00000227930,497
ENSG00000238849,106
ENSG00000252041,132
ENSG00000228944,525
ENSG00000239098,105
ENSG00000122585,916
ENSG00000206877,106
ENSG00000105926,9352
ENSG00000271096,292
ENSG00000271330,303
ENSG00000105928,9520
ENSG00000070882,8075
ENSG00000238976,93
ENSG00000234999,459
ENSG00000172115,4453
ENSG00000153790,3827
ENSG00000234406,284
ENSG00000213798,795
ENSG00000105954,1187
ENSG00000202233,102
ENSG00000234922,366
ENSG00000233824,359
ENSG00000260951,1668
ENSG00000227386,207
ENSG00000222101,90
ENSG00000223561,2963
ENSG00000239622,379
ENSG00000270933,746
ENSG00000199085,67
ENSG00000266430,99
ENSG00000050344,4245
ENSG00000273237,1412
ENSG00000122566,7532
ENSG00000122565,4634
ENSG00000232383,411
ENSG00000086300,3409
ENSG00000225792,879
ENSG00000214870,4141
ENSG00000122548,4281
ENSG00000233760,2779
ENSG00000222004,1952
ENSG00000005020,5498
ENSG00000213787,802
ENSG00000226059,599
ENSG00000266055,139
ENSG00000214869,753
ENSG00000213786,459
ENSG00000105991,2537
ENSG00000233429,1492
ENSG00000105996,2064
ENSG00000105997,4297
ENSG00000253552,5272
ENSG00000197576,1745
ENSG00000273433,916
ENSG00000254369,5956
ENSG00000106004,1704
ENSG00000106006,1282
ENSG00000272801,366
ENSG00000122592,2406
ENSG00000270182,632
ENSG00000078399,2545
ENSG00000257184,1240
ENSG00000253187,1651
ENSG00000207584,84
ENSG00000253293,3703
ENSG00000005073,2305
ENSG00000240990,2912
ENSG00000253508,554
ENSG00000106031,4661
ENSG00000243766,5012
ENSG00000253308,755
ENSG00000253405,1355
ENSG00000106038,3105
ENSG00000213783,321
ENSG00000236569,927
ENSG00000224322,562
ENSG00000233830,686
ENSG00000213781,1203
ENSG00000235574,1083
ENSG00000106049,2314
ENSG00000229893,857
ENSG00000106052,8638
ENSG00000153814,4008
ENSG00000265382,291
ENSG00000206623,106
ENSG00000234336,4087
ENSG00000174495,489
ENSG00000146592,11651
ENSG00000225286,791
ENSG00000255690,5047
ENSG00000176734,4960
ENSG00000228421,586
ENSG00000272568,4910
ENSG00000233517,576
ENSG00000106066,3320
ENSG00000229452,386
ENSG00000223052,123
ENSG00000106069,10820
ENSG00000235669,795
ENSG00000237065,912
ENSG00000223813,1437
ENSG00000270196,630
ENSG00000176532,1979
ENSG00000225264,884
ENSG00000223437,113
ENSG00000227855,4242
ENSG00000212024,94
ENSG00000122574,6056
ENSG00000238906,104
ENSG00000136193,6035
ENSG00000227014,949
ENSG00000106080,5321
ENSG00000106086,10175
ENSG00000231519,515
ENSG00000180354,6527
ENSG00000230751,435
ENSG00000251660,612
ENSG00000225907,200
ENSG00000227017,672
ENSG00000180233,4163
ENSG00000207771,96
ENSG00000235859,1370
ENSG00000106100,6803
ENSG00000272638,740
ENSG00000006625,1898
ENSG00000196295,21357
ENSG00000244480,1392
ENSG00000264520,365
ENSG00000226874,378
ENSG00000263683,425
ENSG00000106105,4132
ENSG00000106113,3399
ENSG00000241644,3370
ENSG00000223419,387
ENSG00000254959,2860
ENSG00000106125,7318
ENSG00000229263,545
ENSG00000250424,1514
ENSG00000240583,3875
ENSG00000106128,3045
ENSG00000078549,6809
ENSG00000232887,288
ENSG00000221751,126
ENSG00000271027,185
ENSG00000164600,2129
ENSG00000231418,571
ENSG00000180347,7135
ENSG00000106341,2378
ENSG00000154678,13796
ENSG00000223070,97
ENSG00000236460,322
ENSG00000226468,795
ENSG00000226421,896
ENSG00000106355,4689
ENSG00000105778,14909
ENSG00000229358,2572
ENSG00000237004,442
ENSG00000207573,96
ENSG00000273014,471
ENSG00000250756,108
ENSG00000251999,132
ENSG00000231952,906
ENSG00000272905,667
ENSG00000170852,4979
ENSG00000205763,1426
ENSG00000224573,230
ENSG00000122642,5155
ENSG00000252821,104
ENSG00000122643,3455
ENSG00000229054,170
ENSG00000241420,290
ENSG00000164610,1891
ENSG00000252706,64
ENSG00000228015,155
ENSG00000122507,5800
ENSG00000222741,98
ENSG00000224946,257
ENSG00000238090,922
ENSG00000173862,1056
ENSG00000227481,575
ENSG00000236494,2381
ENSG00000233219,377
ENSG00000164619,5869
ENSG00000236212,508
ENSG00000202431,102
ENSG00000265985,95
ENSG00000197085,7355
ENSG00000214841,81
ENSG00000187258,2661
ENSG00000235379,723
ENSG00000230356,1800
ENSG00000242653,297
ENSG00000251802,132
ENSG00000173852,5673
ENSG00000221669,74
ENSG00000189212,8558
ENSG00000236592,314
ENSG00000164532,1867
ENSG00000226063,578
ENSG00000235464,560
ENSG00000122557,3236
ENSG00000271122,4199
ENSG00000227544,2842
ENSG00000228878,4044
ENSG00000232736,518
ENSG00000122545,8528
ENSG00000221156,84
ENSG00000200446,106
ENSG00000226102,662
ENSG00000270889,420
ENSG00000232930,478
ENSG00000205745,1495
ENSG00000261184,1891
ENSG00000228815,1848
ENSG00000271117,1182
ENSG00000122547,4839
ENSG00000228770,263
ENSG00000229679,455
ENSG00000234457,151
ENSG00000260070,704
ENSG00000164542,6718
ENSG00000201432,111
ENSG00000011426,5984
ENSG00000237400,527
ENSG00000136250,3583
ENSG00000230539,570
ENSG00000221561,97
ENSG00000272984,531
ENSG00000229424,584
ENSG00000235728,870
ENSG00000225739,731
ENSG00000230831,551
ENSG00000155849,9735
ENSG00000221325,75
ENSG00000224101,525
ENSG00000221157,87
ENSG00000224706,406
ENSG00000238772,101
ENSG00000222869,99
ENSG00000213744,501
ENSG00000200113,139
ENSG00000201566,101
ENSG00000178503,829
ENSG00000187037,2303
ENSG00000086289,2858
ENSG00000225314,400
ENSG00000086288,2421
ENSG00000106483,3589
ENSG00000010270,4337
ENSG00000227191,1009
ENSG00000211687,49
ENSG00000211688,59
ENSG00000211689,2727
ENSG00000211690,49
ENSG00000211691,60
ENSG00000211692,59
ENSG00000211693,462
ENSG00000231202,470
ENSG00000211694,511
ENSG00000231916,425
ENSG00000211695,1733
ENSG00000225992,284
ENSG00000272908,1966
ENSG00000211696,466
ENSG00000249978,351
ENSG00000226212,298
ENSG00000228668,352
ENSG00000211697,550
ENSG00000211698,686
ENSG00000211699,535
ENSG00000233306,542
ENSG00000211701,463
ENSG00000078053,5612
ENSG00000241756,296
ENSG00000227404,1408
ENSG00000164556,1593
ENSG00000006715,7764
ENSG00000106536,8210
ENSG00000233854,509
ENSG00000266481,99
ENSG00000206947,131
ENSG00000224122,377
ENSG00000227172,411
ENSG00000241127,2564
ENSG00000236015,822
ENSG00000231951,563
ENSG00000106540,563
ENSG00000006451,3657
ENSG00000228554,729
ENSG00000188185,3103
ENSG00000252480,103
ENSG00000270797,337
ENSG00000226220,1318
ENSG00000237251,766
ENSG00000233225,1731
ENSG00000231198,507
ENSG00000175741,562
ENSG00000242855,289
ENSG00000259826,2233
ENSG00000065883,8906
ENSG00000273444,166
ENSG00000270577,258
ENSG00000168303,7666
ENSG00000199273,111
ENSG00000175600,3569
ENSG00000248711,1477
ENSG00000203446,1769
ENSG00000227658,377
ENSG00000232458,3260
ENSG00000224017,1214
ENSG00000236310,383
ENSG00000122641,7528
ENSG00000224116,5413
ENSG00000106571,9220
ENSG00000213721,255
ENSG00000238284,1168
ENSG00000229161,1607
ENSG00000231539,559
ENSG00000261019,1367
ENSG00000136197,3244
ENSG00000256646,3058
ENSG00000106588,5323
ENSG00000234983,1041
ENSG00000106591,3530
ENSG00000232006,2521
ENSG00000201933,112
ENSG00000002746,13928
ENSG00000181211,1832
ENSG00000264069,99
ENSG00000252983,61
ENSG00000223258,104
ENSG00000228680,1200
ENSG00000213717,423
ENSG00000231638,2913
ENSG00000252308,84
ENSG00000164543,4936
ENSG00000106603,11807
ENSG00000106605,1809
ENSG00000229497,309
ENSG00000062582,2610
ENSG00000270617,788
ENSG00000106608,7834
ENSG00000237972,1357
ENSG00000078967,4704
ENSG00000214783,6476
ENSG00000273432,2067
ENSG00000241057,1163
ENSG00000239556,784
ENSG00000136206,2642
ENSG00000228434,1863
ENSG00000272655,1421
ENSG00000228903,4046
ENSG00000235314,2700
ENSG00000136279,12577
ENSG00000164708,854
ENSG00000239775,706
ENSG00000122678,4476
ENSG00000106624,4936
ENSG00000264652,63
ENSG00000106628,3654
ENSG00000252848,121
ENSG00000106631,1453
ENSG00000106633,4106
ENSG00000106636,3699
ENSG00000058404,8126
ENSG00000015676,10099
ENSG00000146677,498
ENSG00000200456,106
ENSG00000225443,307
ENSG00000015520,5232
ENSG00000136271,4055
ENSG00000158604,3765
ENSG00000271586,455
ENSG00000105953,5183
ENSG00000122515,7304
ENSG00000228596,420
ENSG00000196262,4421
ENSG00000105968,4743
ENSG00000234183,359
ENSG00000146676,9064
ENSG00000264326,52
ENSG00000272768,1440
ENSG00000230160,347
ENSG00000260997,1910
ENSG00000136286,8635
ENSG00000232956,3645
ENSG00000136280,8185
ENSG00000136274,4909
ENSG00000136270,5789
ENSG00000206838,133
ENSG00000201772,136
ENSG00000200656,131
ENSG00000122679,1423
ENSG00000234359,579
ENSG00000225537,539
ENSG00000226999,158
ENSG00000164742,13508
ENSG00000214765,4522
ENSG00000234536,381
ENSG00000212450,103
ENSG00000272556,661
ENSG00000235955,2800
ENSG00000226838,347
ENSG00000251378,515
ENSG00000202350,106
ENSG00000267988,496
ENSG00000146678,1649
ENSG00000146674,4459
ENSG00000237471,552
ENSG00000239004,61
ENSG00000229628,530
ENSG00000233952,531
ENSG00000221971,1157
ENSG00000224547,751
ENSG00000229459,520
ENSG00000237760,237
ENSG00000240355,227
ENSG00000230680,537
ENSG00000224519,332
ENSG00000233539,2783
ENSG00000242948,2070
ENSG00000232072,657
ENSG00000223829,1531
ENSG00000229192,525
ENSG00000242552,442
ENSG00000214754,881
ENSG00000136205,11757
ENSG00000236078,2757
ENSG00000221845,2908
ENSG00000136273,4166
ENSG00000146666,1209
ENSG00000158683,9480
ENSG00000136275,804
ENSG00000225507,525
ENSG00000164744,1707
ENSG00000164746,2277
ENSG00000183696,4565
ENSG00000179869,18515
ENSG00000228173,371
ENSG00000225705,1710
ENSG00000267970,3859
ENSG00000229165,1335
ENSG00000218305,1720
ENSG00000234686,688
ENSG00000270763,1353
ENSG00000188730,11295
ENSG00000042813,2628
ENSG00000223893,2189
ENSG00000164500,2019
ENSG00000228005,764
ENSG00000231681,806
ENSG00000235620,357
ENSG00000185811,9772
ENSG00000200815,106
ENSG00000132436,4946
ENSG00000132437,3099
ENSG00000226122,1771
ENSG00000106070,9911
ENSG00000236046,480
ENSG00000228085,154
ENSG00000228204,906
ENSG00000201133,143
ENSG00000106078,14286
ENSG00000231490,738
ENSG00000227233,2376
ENSG00000251564,392
ENSG00000228897,738
ENSG00000227080,684
ENSG00000229478,287
ENSG00000229403,586
ENSG00000242650,261
ENSG00000233960,734
ENSG00000253028,132
ENSG00000238506,91
ENSG00000234304,1587
ENSG00000223970,1009
ENSG00000221900,1268
ENSG00000227344,1550
ENSG00000271194,591
ENSG00000199629,151
ENSG00000222154,291
ENSG00000234105,364
ENSG00000228627,434
ENSG00000205628,3478
ENSG00000222355,188
ENSG00000271306,390
ENSG00000232418,131
ENSG00000235454,1106
ENSG00000238131,622
ENSG00000231427,1143
ENSG00000238354,103
ENSG00000213673,884
ENSG00000170419,5959
ENSG00000224223,3027
ENSG00000228735,755
ENSG00000200471,106
ENSG00000232612,376
ENSG00000132432,1837
ENSG00000234707,478
ENSG00000252054,206
ENSG00000218586,4485
ENSG00000146648,12926
ENSG00000224057,2804
ENSG00000237210,1434
ENSG00000230564,447
ENSG00000230936,2642
ENSG00000132434,5222
ENSG00000154978,5341
ENSG00000223475,549
ENSG00000233977,937
ENSG00000231394,541
ENSG00000234844,568
ENSG00000235207,1331
ENSG00000231317,1942
ENSG00000176826,3512
ENSG00000252857,104
ENSG00000224971,287
ENSG00000237799,2817
ENSG00000226278,259
ENSG00000206729,106
ENSG00000154997,3894
ENSG00000235738,534
ENSG00000225270,842
ENSG00000229762,632
ENSG00000225018,286
ENSG00000227499,252
ENSG00000249773,1724
ENSG00000178665,6148
ENSG00000265676,270
ENSG00000146729,5638
ENSG00000239789,2153
ENSG00000146733,2752
ENSG00000146731,3886
ENSG00000206603,137
ENSG00000207168,132
ENSG00000129103,4091
ENSG00000164776,2278
ENSG00000238673,93
ENSG00000106153,1128
ENSG00000185290,601
ENSG00000230191,388
ENSG00000233028,778
ENSG00000227491,1148
ENSG00000265887,68
ENSG00000223559,2882
ENSG00000224155,848
ENSG00000203462,338
ENSG00000202296,106
ENSG00000231299,179
ENSG00000225371,2812
ENSG00000224370,336
ENSG00000223330,103
ENSG00000232944,184
ENSG00000237268,1828
ENSG00000225488,671
ENSG00000226485,953
ENSG00000261275,4161
ENSG00000231504,760
ENSG00000223740,685
ENSG00000233288,2739
ENSG00000224947,737
ENSG00000213650,667
ENSG00000234716,208
ENSG00000213067,963
ENSG00000271047,143
ENSG00000229909,692
ENSG00000228303,1588
ENSG00000233437,604
ENSG00000225244,540
ENSG00000264426,79
ENSG00000263803,259
ENSG00000189166,2680
ENSG00000214668,966
ENSG00000229508,368
ENSG00000185177,2067
ENSG00000235095,1977
ENSG00000231537,771
ENSG00000225295,1365
ENSG00000228440,1797
ENSG00000224880,1005
ENSG00000224723,661
ENSG00000230764,414
ENSG00000237309,1029
ENSG00000236692,2248
ENSG00000228851,786
ENSG00000227584,1374
ENSG00000230531,1797
ENSG00000234671,1134
ENSG00000169325,745
ENSG00000234089,832
